DateTimeKey,Residual Forecast,RSA Contracted Forecast,Residual Demand,RSA Contracted Demand
2024-07-31 12:00:00,,,24954.735000000001,27775.616999999998
2024-07-31 13:00:00,,,24728.187999999998,27506.042000000001
2024-07-31 14:00:00,,,24917.526999999998,27836.967000000001
2024-07-31 15:00:00,,,25951.683000000001,28938.905999999999
2024-07-31 16:00:00,,,27650.154999999999,30221.865000000002
2024-07-31 17:00:00,,,28776.716,30516.938999999998
2024-07-31 18:00:00,,,30712.835999999999,32128.327000000001
2024-07-31 19:00:00,,,30993.934000000001,32440.501
2024-07-31 20:00:00,,,29285.021000000001,30691.006000000001
2024-07-31 21:00:00,,,26470.080000000002,27944.161
2024-07-31 22:00:00,,,23901.310000000001,25240.855
2024-07-31 23:00:00,,,22110.291000000001,23383.973999999998
2024-08-01 00:00:00,,,21145.187000000002,22484.32
2024-08-01 01:00:00,,,20635.558000000001,22051.470000000001
2024-08-01 02:00:00,,,20564.719000000001,21942.313999999998
2024-08-01 03:00:00,,,21049.957999999999,22441.324000000001
2024-08-01 04:00:00,,,23162.258999999998,24391.746999999999
2024-08-01 05:00:00,,,25984.941999999999,27205.669999999998
2024-08-01 06:00:00,,,28142.852999999999,29380.880000000001
2024-08-01 07:00:00,,,28425.222000000002,29654.419999999998
2024-08-01 08:00:00,,,28182.847000000002,29796.911
2024-08-01 09:00:00,,,28013.411,29880.902999999998
2024-08-01 10:00:00,,,27122.827000000001,29031.975999999999
2024-08-01 11:00:00,,,26712.82,28556.672999999999
2024-08-01 12:00:00,,,26306.662,28109.993999999999
2024-08-01 13:00:00,,,26004.464,27863.527999999998
2024-08-01 14:00:00,,,26363.870999999999,28302.41
2024-08-01 15:00:00,,,27424.736000000001,29343.745999999999
2024-08-01 16:00:00,,,28762.25,30448.376
2024-08-01 17:00:00,,,29544.995999999999,30712.607
2024-08-01 18:00:00,,,30786.527999999998,31808.27
2024-08-01 19:00:00,,,30865.055,31905.740000000002
2024-08-01 20:00:00,,,29215.095000000001,30283.879000000001
2024-08-01 21:00:00,,,26626.170999999998,27684.007000000001
2024-08-01 22:00:00,,,24180.504000000001,25221.884999999998
2024-08-01 23:00:00,,,22895.103999999999,23602.947
2024-08-05 01:00:00,18818.870999999999,20137.400000000001,,
2024-08-05 02:00:00,19022.809000000001,20236.352999999999,,
2024-08-09 02:00:00,19503.646000000001,20481.654999999999,,
2024-08-05 00:00:00,19078.181,20501.756000000001,,
2024-08-05 03:00:00,19353.025000000001,20515.619999999999,,
2024-08-09 03:00:00,19559.132000000001,20540.870999999999,,
2024-08-04 03:00:00,18619.266,20727.309000000001,,
2024-08-09 01:00:00,19892.823,20875.387999999999,,
2024-08-04 04:00:00,18885.165000000001,20904.084999999999,,
2024-08-04 02:00:00,18863.386999999999,20961.007000000001,,
2024-08-09 04:00:00,20131.022000000001,21029.845000000001,,
2024-08-04 01:00:00,19008.295999999998,21107.198,,
2024-08-08 02:00:00,20219.021000000001,21197.029999999999,,
2024-08-08 01:00:00,20359.417000000001,21341.982,,
2024-08-04 05:00:00,19365.331999999999,21359.882000000001,,
2024-08-08 03:00:00,20546.462,21528.201000000001,,
2024-08-07 02:00:00,20484.109,21566.058000000001,,
2024-08-06 01:00:00,20894.544999999998,21575.620999999999,,
2024-08-03 03:00:00,20754.100999999999,21589.249,,
2024-08-04 00:00:00,19530.647000000001,21602.732,,
2024-08-06 02:00:00,20970.582999999999,21616.455999999998,,
2024-08-09 05:00:00,20772.275000000001,21643.307000000001,,
2024-08-09 00:00:00,20553.449000000001,21645.900000000001,,
2024-08-09 23:00:00,20822.186000000002,21660.399000000001,,
2024-08-03 02:00:00,20900.601999999999,21667.362000000001,,
2024-08-02 02:00:00,21041.877,21679.189999999999,,
2024-08-07 01:00:00,20642.450000000001,21687.588,,
2024-08-06 03:00:00,21171.932000000001,21816.842000000001,,
2024-08-02 01:00:00,21140.904999999999,21840.290000000001,,
2024-08-03 04:00:00,21091.024000000001,21900.203000000001,,
2024-08-03 01:00:00,21200.823,21936.449000000001,,
2024-08-07 03:00:00,20808.944,21937.913,,
2024-08-02 03:00:00,21346.005000000001,21993.990000000002,,
2024-08-06 00:00:00,21302.669999999998,21994.055,,
2024-08-04 23:00:00,20627.098999999998,22005.084999999999,,
2024-08-08 00:00:00,20940.102999999999,22032.554,,
2024-08-07 00:00:00,21047.030999999999,22033.477999999999,,
2024-08-05 04:00:00,21310.427,22326.205000000002,,
2024-08-08 23:00:00,21641.859,22480.072,,
2024-08-03 00:00:00,21792.491999999998,22481.856,,
2024-08-03 23:00:00,20599.214,22501.651000000002,,
2024-08-02 00:00:00,21785.708999999999,22533.251,,
2024-08-04 06:00:00,20510.646000000001,22548.001,,
2024-08-03 05:00:00,21733.619999999999,22573.401999999998,,
2024-08-06 23:00:00,22015.037,22834.212,,
2024-08-05 23:00:00,22310.91,22895.264999999999,,
2024-08-09 06:00:00,22221.792000000001,23128.82,,
2024-08-07 23:00:00,22206.117999999999,23142.624,,
2024-08-02 23:00:00,22661.876,23192.650000000001,,
2024-08-09 22:00:00,22224.016,23229.130000000001,,
2024-08-08 04:00:00,22453.928,23352.751,,
2024-08-06 04:00:00,22856.249,23423.957999999999,,
2024-08-04 22:00:00,21954.781999999999,23558.463,,
2024-08-07 04:00:00,22637.205999999998,23708.109,,
2024-08-02 04:00:00,23251.213,23807.085999999999,,
2024-08-03 06:00:00,23036.150000000001,23957.447,,
2024-08-03 22:00:00,22071.023000000001,23997.159,,
2024-08-08 22:00:00,23275.454000000002,24280.567999999999,,
2024-08-09 14:00:00,21782.056,24431.483,,
2024-08-06 22:00:00,23635.003000000001,24545.050999999999,,
2024-08-09 13:00:00,21875.209999999999,24627.929,,
2024-08-05 22:00:00,23903.827000000001,24656.941999999999,,
2024-08-07 22:00:00,23773.007000000001,24815.965,,
2024-08-09 15:00:00,22380.544999999998,24836.852999999999,,
2024-08-04 07:00:00,22809.264999999999,24990.348000000002,,
2024-08-02 22:00:00,24386.177,25040.945,,
2024-08-09 21:00:00,24086.868999999999,25100.942999999999,,
2024-08-09 12:00:00,22359.813999999998,25167.707999999999,,
2024-08-03 14:00:00,22363.076000000001,25362.07,,
2024-08-09 07:00:00,24424.099999999999,25505.777999999998,,
2024-08-03 13:00:00,22470.929,25509.990000000002,,
2024-08-08 13:00:00,22800.221000000001,25550.353999999999,,
2024-08-05 05:00:00,24637.502,25550.868999999999,,
2024-08-04 14:00:00,21923.195,25589.037,,
2024-08-08 14:00:00,22958.151999999998,25603.977999999999,,
2024-08-04 13:00:00,21923.185000000001,25690.659,,
2024-08-03 15:00:00,22812.812999999998,25717.148000000001,,
2024-08-09 11:00:00,23021.919999999998,25741.044999999998,,
2024-08-06 13:00:00,23660.186000000002,25745.174999999999,,
2024-08-05 13:00:00,23338.116000000002,25766.555,,
2024-08-04 21:00:00,24152.357,25826.264999999999,,
2024-08-02 14:00:00,23952.010999999999,25874.404999999999,,
2024-08-02 13:00:00,23928.716,25908.692999999999,,
2024-08-06 12:00:00,23766.409,25943.361000000001,,
2024-08-08 21:00:00,24931.725999999999,25945.799999999999,,
2024-08-03 21:00:00,24209.374,25960.922999999999,,
2024-08-03 12:00:00,22957.507000000001,25964.525000000001,,
2024-08-09 16:00:00,23891.445,25997.547999999999,,
2024-08-05 12:00:00,23528.720000000001,26013.483,,
2024-08-04 15:00:00,22554.455000000002,26075.718000000001,,
2024-08-06 14:00:00,24094.386999999999,26077.322,,
2024-08-05 14:00:00,23732.897000000001,26077.955999999998,,
2024-08-08 12:00:00,23275.401999999998,26080.255000000001,,
2024-08-04 12:00:00,22291.299999999999,26130.165000000001,,
2024-08-08 15:00:00,23679.966,26132.358,,
2024-08-03 07:00:00,25029.966,26184.016,,
2024-08-07 13:00:00,23715.194,26322.163,,
2024-08-08 05:00:00,25460.720000000001,26331.752,,
2024-08-09 10:00:00,23869.417000000001,26423.699000000001,,
2024-08-02 12:00:00,24419.268,26444.599999999999,,
2024-08-06 11:00:00,24281.788,26447.355,,
2024-08-05 11:00:00,24061.802,26485.752,,
2024-08-02 15:00:00,24704.467000000001,26524.423999999999,,
2024-08-04 11:00:00,22719.063999999998,26529.398000000001,,
2024-08-03 11:00:00,23691.378000000001,26539.350999999999,,
2024-08-06 05:00:00,26001.822,26565.298999999999,,
2024-08-08 11:00:00,23868.75,26577.036,,
2024-08-07 12:00:00,23922.995999999999,26624.535,,
2024-08-02 05:00:00,26151.714,26667.490000000002,,
2024-08-07 14:00:00,24179.142,26670.566999999999,,
2024-08-07 05:00:00,25652.977999999999,26712.669999999998,,
2024-08-02 21:00:00,26207.973000000002,26837.666000000001,,
2024-08-09 08:00:00,25218.232,26855.401000000002,,
2024-08-09 20:00:00,25794.203000000001,26888.161,,
2024-08-04 08:00:00,24211.076000000001,26910.429,,
2024-08-03 16:00:00,24346.792000000001,26927.472000000002,,
2024-08-06 21:00:00,26087.382000000001,26942.116000000002,,
2024-08-02 11:00:00,25071.392,27030.624,,
2024-08-05 21:00:00,26281.925999999999,27044.748,,
2024-08-08 16:00:00,24945.959999999999,27046.147000000001,,
2024-08-09 09:00:00,24925.316999999999,27075.616000000002,,
2024-08-04 10:00:00,23395.276000000002,27098.723000000002,,
2024-08-07 21:00:00,26166.404999999999,27123.047999999999,,
2024-08-07 11:00:00,24424.214,27126.717000000001,,
2024-08-06 10:00:00,25077.793000000001,27169.504000000001,,
2024-08-05 15:00:00,24990.034,27191.949000000001,,
2024-08-03 10:00:00,24526.081999999999,27205.720000000001,,
2024-08-09 17:00:00,25779.080000000002,27273.916000000001,,
2024-08-06 15:00:00,25440.062999999998,27306.914000000001,,
2024-08-08 10:00:00,24800.044000000002,27331.59,,
2024-08-02 16:00:00,25809.888999999999,27353.768,,
2024-08-05 10:00:00,25070.713,27376.539000000001,,
2024-08-04 16:00:00,24254.957999999999,27426.701000000001,,
2024-08-04 09:00:00,24222.449000000001,27459.022000000001,,
2024-08-03 08:00:00,25867.560000000001,27666.165000000001,,
2024-08-05 06:00:00,26805.679,27688.620999999999,,
2024-08-07 15:00:00,25405.371999999999,27728.741999999998,,
2024-08-02 10:00:00,25899.465,27749.397000000001,,
2024-08-08 17:00:00,26270.236000000001,27761.503000000001,,
2024-08-07 10:00:00,25138.473999999998,27763.218000000001,,
2024-08-06 09:00:00,26037.302,27824.633000000002,,
2024-08-03 20:00:00,26186.973000000002,27856.672999999999,,
2024-08-08 20:00:00,26780.791000000001,27874.749,,
2024-08-03 09:00:00,25662.740000000002,27968.422999999999,,
2024-08-05 07:00:00,26954.634999999998,28010.456999999999,,
2024-08-05 08:00:00,26433.825000000001,28017.52,,
2024-08-08 09:00:00,25898.366000000002,28029.727999999999,,
2024-08-02 17:00:00,27084.389999999999,28050.914000000001,,
2024-08-05 09:00:00,26134.362000000001,28118.864000000001,,
2024-08-04 20:00:00,26295.257000000001,28124.413,,
2024-08-08 08:00:00,26626.502,28259.330999999998,,
2024-08-03 17:00:00,26359.434000000001,28272.322,,
2024-08-06 08:00:00,26926.25,28298.231,,
2024-08-07 09:00:00,26089.775000000001,28379.731,,
2024-08-08 06:00:00,27493.772000000001,28400.799999999999,,
2024-08-08 07:00:00,27322.812999999998,28405.074000000001,,
2024-08-02 09:00:00,26922.627,28420.739000000001,,
2024-08-05 16:00:00,26648.974999999999,28513.357,,
2024-08-09 19:00:00,27375.678,28530.489000000001,,
2024-08-06 06:00:00,27946.683000000001,28574.735000000001,,
2024-08-07 08:00:00,26788.510999999999,28619.629000000001,,
2024-08-06 07:00:00,27800.310000000001,28620.855,,
2024-08-02 20:00:00,28006.344000000001,28684.402999999998,,
2024-08-07 06:00:00,27626.114000000001,28740.919000000002,,
2024-08-04 17:00:00,26276.931,28830.829000000002,,
2024-08-06 16:00:00,27284.906999999999,28869.449000000001,,
2024-08-02 08:00:00,27811.805,28904.423999999999,,
2024-08-07 07:00:00,27632.271000000001,28918.696,,
2024-08-09 18:00:00,27731.734,28925.002,,
2024-08-02 06:00:00,28443.380000000001,28973.225999999999,,
2024-08-02 07:00:00,28455.167000000001,29078.813999999998,,
2024-08-07 16:00:00,27092.77,29095.538,,
2024-08-08 19:00:00,28083.901999999998,29238.713,,
2024-08-08 18:00:00,28052.499,29245.677,,
2024-08-03 19:00:00,27928.911,29574.226999999999,,
2024-08-06 20:00:00,28834.289000000001,29701.095000000001,,
2024-08-02 18:00:00,29037.827000000001,29758.779999999999,,
2024-08-05 17:00:00,28522.259999999998,29779.280999999999,,
2024-08-07 20:00:00,28822.990000000002,29801.917000000001,,
2024-08-03 18:00:00,28186.557000000001,29839.754000000001,,
2024-08-02 19:00:00,29139.092000000001,29847.871999999999,,
2024-08-05 20:00:00,29028.661,29868.780999999999,,
2024-08-07 17:00:00,28504.52,29916.433000000001,,
2024-08-06 17:00:00,28915.678,29934.255000000001,,
2024-08-04 19:00:00,28162.575000000001,30177.505000000001,,
2024-08-04 18:00:00,28418.627,30594.411,,
2024-08-06 19:00:00,30649.200000000001,31497.072,,
2024-08-07 19:00:00,30547.540000000001,31588.235000000001,,
2024-08-06 18:00:00,30834.667000000001,31640.644,,
2024-08-07 18:00:00,30573.097000000002,31674.010999999999,,
2024-08-05 19:00:00,30802.609,31700.738000000001,,
2024-08-05 18:00:00,30943.431,31892.833999999999,,
